BDNF_N	NR1_N	      NR2A_N	pAKT_N
0.3168545	2.4862961	3.8666752	0.2009477
0.2949309	2.2519201	3.3225806	0.2044547
0.2905231	2.1884761	3.5006823	0.2031842
0.3074726	2.3465017	3.6127241	0.2119626
0.2793195	1.9098117	2.6866535	0.1904526
0.2491668	1.7995556	2.3586732	0.176956
0.2683773	1.9937587	2.7468793	0.1992025
0.3223443	2.1966575	3.1556777	0.2435897
0.2514316	1.72602	2.3775948	0.1879026
0.2634185	1.8968113	2.4589028	0.2083581
0.261531	1.7891814	2.9917894	0.1819609
0.2505913	1.8359268	3.2390141	0.1817503
0.2576823	1.9540365	3.2813802	0.1949219
0.2330234	1.6370809	2.612426	0.1849817
0.2410557	1.7202346	2.7278592	0.1870968
0.2559663	1.7856809	2.8486976	0.198253
0.2287848	1.4419552	2.1036999	0.1843177
0.2373766	1.6033166	2.5094094	0.1975033
0.2434363	1.6337838	2.580888	0.2096525
0.2312568	1.4994536	2.0863388	0.2087432
0.2514151	1.5648585	2.3195755	0.2247642
0.255	      1.6035714	2.3566667	0.2461905
0.2933713	1.4658208	2.0398757	0.2102538
0.2531472	1.5547345	2.1412151	0.2238643
0.2904391	1.569483	2.217343	0.2292941
0.2804585	2.0806452	3.8503066	0.181285
0.2749168	2.0525615	3.8089155	0.1834997
0.29375	2.0454787	3.7829787	0.175133
0.2644897	1.9435801	3.3804069	0.1860147
0.2595511	1.9386671	3.418023	0.1882817
0.2533535	1.9223675	3.2426224	0.184943
0.2353594	1.7950311	2.7728483	0.1878882
0.2408332	1.719028	2.6541549	0.1883272
0.2559484	1.7553925	2.7295975	0.203469
0.296879	1.6966727	2.5731235	0.1939644
0.2409149	1.6886912	2.5036849	0.192122
0.2410507	1.7118208	2.5820242	0.2196755
0.2755418	1.5201238	2.2133408	0.1812553
0.2356237	1.5726924	2.2527278	0.1890298
0.22777	1.5096774	2.2042076	0.1786816
0.3198683	2.4853381	4.1028326	0.1786355
0.3111507	2.4489008	4.0014854	0.1752822
0.3232816	2.4248516	3.8161019	0.1745166
0.3014109	2.2639531	3.6461481	0.1844175
0.2860985	2.2395158	3.4232791	0.1785059
0.2790782	2.2423287	3.2855064	0.1744087
0.2741843	2.1141958	3.283486	0.1781626
0.2646813	2.0782076	3.0144726	0.1703312
0.2698125	1.9622495	2.8395604	0.1750485
0.3031993	1.9852338	2.9453651	0.1791632
0.2483587	1.9444355	2.7983987	0.1690953
0.2619258	1.8508539	2.5441696	0.1575383
0.2496879	1.6872659	2.3256346	0.181856
0.2327907	1.6163954	2.1508139	0.1580702
0.2137022	1.5408466	2.0532863	0.1524322
0.4666728	3.100855	5.7830284	0.2206491
0.4458404	2.937988	5.5857489	0.2160101
0.432996	2.8706159	5.4067353	0.2132263
0.3885742	2.6321562	4.9720381	0.23394
0.381541	2.5967355	4.6521843	0.2306769
0.3780012	2.5583678	4.5712596	0.2261384
0.3763505	2.5441764	4.7257659	0.2470031
0.3612372	2.4206867	4.3830874	0.2397843
0.3481973	2.3784223	3.9727568	0.2235023
0.3274537	2.2813482	4.0943067	0.2273839
0.3329116	2.3327309	3.8143864	0.2490511
0.3143336	2.1943001	3.4994132	0.2295054
0.3267488	2.1872055	3.7232693	0.2279812
0.3217344	2.1794498	3.7937694	0.2388413
0.3187166	2.1326203	3.7044563	0.2324421
0.415447	3.046875	5.5469739	0.2186511
0.3907783	2.8682481	5.1301324	0.2145375
0.3841085	2.8674434	5.0533855	0.2166937
0.3442786	2.4378109	4.5334577	0.2126866
0.3422645	2.3597975	3.9962958	0.2152118
0.3243372	2.321113	4.1417483	0.2027705
0.3191427	2.2439131	4.1541041	0.2132964
0.3090067	2.2325514	3.8176948	0.2166232
0.2948984	2.1328633	3.787087	0.2003318
0.3306655	2.3751053	4.2093513	0.2727464
0.3171118	2.1509397	3.6296736	0.2551929
0.3223305	2.1942732	3.7389143	0.2310599
0.3264184	2.2691827	3.8270432	0.2749313
0.2901193	2.0191312	3.2115688	0.236777
0.3608933	2.0971727	3.537895	0.2456641
0.417844	2.9471647	5.3656861	0.2152119
0.4181375	2.9605071	5.3372989	0.2130668
0.4149492	2.8872637	5.3769589	0.2181594
0.3779158	2.7016988	4.782074	0.2345335
0.3908854	2.6703125	5.059375	0.2388021
0.3876383	2.7577098	5.2009109	0.2407287
0.3442993	2.4771811	4.5955491	0.2396388
0.3514393	2.5269149	4.5217108	0.2460563
0.3458254	2.4788109	4.5098039	0.2386148
0.3359818	2.2258797	3.6679909	0.2311767
0.3314501	2.2566855	3.9596987	0.2483992
0.3650029	2.3081519	4.0156099	0.2435922
0.3248594	2.1651294	3.4566929	0.247919
0.3318767	2.2134315	3.5565777	0.24908
0.3297458	2.2450195	3.4911839	0.2573849
0.3420995	2.6269096	4.110323	0.2171541
0.3422184	2.5457868	4.0528805	0.227859
0.3536985	2.5861881	4.1514292	0.2227798
0.3116453	2.2870304	3.6068807	0.2236937
0.3254508	2.3649128	3.5727165	0.2284954
0.3109373	2.2927783	3.5060763	0.2595335
0.3389026	2.3734574	3.5568635	0.2508069
0.3301869	2.3594299	3.4706644	0.2415325
0.3159034	2.3175261	3.4150739	0.2392715
0.3210247	2.1553196	3.0163859	0.2737134
0.3596244	2.1943662	3.1241784	0.2453052
0.3285816	2.2915182	3.0803041	0.2639582
0.3509897	2.1207137	2.6827432	0.2748815
0.3319908	2.1749137	3.023878	0.2816456
0.3540104	2.194172	2.8897865	0.271206
0.3335758	2.6704242	4.6573333	0.2632727
0.3017037	2.4901275	4.046711	0.2426943
0.2961445	2.4392865	3.8954133	0.2385331
0.3130854	2.3911439	3.9375532	0.2442521
0.3022819	2.4546505	3.8948585	0.2521664
0.2839945	2.3212038	3.6850889	0.2426813
0.3024433	2.3783595	3.6837696	0.2591623
0.2791646	2.2295644	3.3904389	0.2336433
0.2966491	2.2419514	3.4324901	0.2496715
0.2781004	2.1648693	3.2936541	0.2617171
0.2705118	2.1131194	3.0978879	0.2644192
0.2745098	2.0876351	2.9061625	0.2593037
0.3101157	2.0930347	2.8825991	0.2739355
0.2627563	1.9980925	2.5822604	0.2610873
0.2940739	2.1009174	2.6077362	0.2873791
0.3441403	2.7759366	5.4716619	0.2498799
0.3286038	2.704662	5.2966496	0.2449028
0.3118773	2.356879	4.7195791	0.2351953
0.3156082	2.450613	4.4069431	0.260642
0.3194544	2.5217516	4.6501077	0.2383345
0.2889434	2.2535521	4.0678119	0.2162232
0.3162983	2.378971	4.2367058	0.2508633
0.3070693	2.3374388	4.0845284	0.2434621
0.2829276	2.1812026	3.8539416	0.2273094
0.295845	2.189972	3.3637635	0.2371155
0.2952117	2.0949743	3.4400475	0.2398101
0.2863006	2.0439711	3.3124878	0.2186828
0.3070884	2.0785038	3.1491572	0.238513
0.3034026	2.1086957	3.1840737	0.2733932
0.2982981	2.0158694	3.0393284	0.2359706
0.3553069	2.7350935	4.7510054	0.253366
0.3338946	2.6181175	4.6268732	0.243307
0.32032	2.41296	4.0896	0.22848
0.3479861	2.5240237	4.1398487	0.2443263
0.3701352	2.4438755	3.9551413	0.2531749
0.3125607	2.3055717	3.874005	0.2234518
0.3287503	2.3874294	3.4497913	0.2457648
0.3474621	2.3976975	3.5805861	0.2812664
0.2877193	2.12	      3.2631579	0.2411696
0.3178736	1.9685381	2.7914293	0.2256577
0.3198498	2.0973707	2.899451	0.2398151
0.2952913	1.9130088	2.7153498	0.2537909
0.2944694	1.8430493	2.5521674	0.2355755
0.3074303	1.9204334	2.4938081	0.2393189
0.303126	1.9188506	2.520682	0.2229239
0.3627081	2.7914539	5.5026637	0.2631521
0.3638388	2.8601648	5.6390559	0.2641951
0.3700701	2.892638	6.4926599	0.2767309
0.3497245	2.7282369	5.0893939	0.2623967
0.3531938	2.8322017	5.1973119	0.2688098
0.3787713	2.825288	5.9240263	0.3008777
0.3351639	2.6382358	4.8766089	0.2805904
0.3450067	2.6298592	4.5931635	0.2838472
0.3489933	2.6654362	5.2422819	0.2907718
0.3216047	2.4303003	4.0853877	0.3177947
0.3282358	2.4324025	3.9452571	0.2799202
0.3835834	2.5345612	4.097317	0.3035471
0.3498298	2.3987955	3.7868552	0.3207646
0.3785581	2.4573025	3.8100559	0.3163075
0.3640043	2.5655693	3.6772801	0.3281166
0.3769069	2.5284815	4.9907628	0.2808957
0.4052819	2.6865096	5.4119914	0.2930764
0.3977547	2.6730141	6.215859	0.2999858
0.3609981	2.5246859	4.7910104	0.2956999
0.3775186	2.5452457	4.8292683	0.2997526
0.394224	2.6518427	5.6034727	0.3121899
0.3500452	2.4801265	4.2563234	0.348916
0.3574561	2.4785088	4.535307	0.3109649
0.361913	2.5208962	4.7636794	0.3599741
0.3732771	2.545429	3.8756681	0.3398031
0.3847425	2.5070229	4.2737538	0.3566511
0.3820927	2.4161895	4.2795419	0.3261322
0.3519637	2.570997	3.7024169	0.369713
0.3356465	2.477721	3.8071585	0.4346238
0.4017467	2.5396652	4.0975255	0.3922853
0.3240405	2.8344139	5.1321317	0.2429979
0.3076724	2.7712477	5.1165074	0.245673
0.3217662	2.7890716	5.3690276	0.2396737
0.3238806	2.7553897	4.4820896	0.259204
0.3017742	2.6735484	4.6758065	0.2524194
0.3017826	2.6005679	4.3945417	0.2459378
0.3071721	2.6885246	4.1588115	0.2811475
0.2929936	2.6037022	4.3324045	0.2675159
0.2877946	2.4711631	4.0013413	0.2590535
0.29315	2.4905475	3.4372698	0.2712988
0.3009111	2.507018	3.5550357	0.2767791
0.3469136	2.48	      3.5402469	0.2753086
0.3070381	2.3516129	3.0788856	0.3222874
0.3565476	2.4068452	3.0952381	0.3220238
0.3624962	2.4499847	3.4567146	0.3383298
0.340994	2.6779731	4.5244358	0.2780008
0.3313783	2.7422148	5.0730345	0.2818042
0.3418683	2.7357907	5.0818796	0.2990996
0.2923506	2.4706172	4.0602429	0.2718319
0.3195143	2.5720729	4.2385082	0.2737207
0.3184781	2.5360225	4.8201515	0.3015677
0.278993	2.3887742	3.66591	0.269707
0.3009229	2.434428	4.0294055	0.2816055
0.2851188	2.403293	4.0660692	0.2776157
0.2877572	2.3268941	3.1021074	0.286001
0.2905221	2.2464736	3.3575848	0.2741896
0.2928987	2.2784938	3.5542077	0.2893606
0.3226205	2.2320766	3.1755253	0.3145859
0.3041667	2.3355769	3.3375	0.3294872
0.3172269	2.2169868	3.1677671	0.3223289
0.3237699	2.4405416	5.2933369	0.2342137
0.3346223	2.5892832	5.2043917	0.2375363
0.3355513	2.5640956	5.2478273	0.2498642
0.3177049	2.33	      4.2922951	0.2444262
0.3283019	2.4267581	4.8898799	0.2512864
0.3325901	2.5072041	4.9001715	0.25506
0.30961	2.1982308	4.1025332	0.2623643
0.3138641	2.3213469	4.2612762	0.2652255
0.3202914	2.3766909	4.1779396	0.2638918
0.318398	2.1196496	3.4062578	0.2798498
0.3322087	2.2681028	3.7734233	0.2867895
0.3386465	2.2884766	3.7062974	0.2819441
0.3271222	2.0896185	3.1336883	0.3167702
0.3247052	2.0569456	3.1484038	0.2945068
0.3738854	2.3095541	3.5143312	0.310828
0.3228976	2.2883912	4.8115859	0.238574
0.3038967	2.2428524	4.786621	0.2389889
0.3180742	2.3007103	5.0083437	0.2445597
0.2919677	2.2415356	4.3436747	0.2205695
0.2771036	2.0881451	4.1586878	0.2164289
0.2768408	2.2022487	4.440011	0.2406417
0.2813875	2.1510998	3.842978	0.2274112
0.2680125	2.0265879	3.7638273	0.2187756
0.2747162	2.0422767	3.9828919	0.2388551
0.2721506	1.9032126	3.2557806	0.2146511
0.2849116	1.9531738	3.4241415	0.2197711
0.2730539	1.8451098	3.3101796	0.2145709
0.2683095	1.7876555	2.835099	0.2095808
0.2865128	1.8899149	3.1283111	0.2284326
0.2644877	1.8022717	2.998841	0.2216041
0.3160188	2.2045912	4.1543231	0.2548592
0.3248967	2.2856405	4.3223141	0.2687672
0.3561368	2.3301476	4.6314554	0.2724681
0.2951076	2.0080235	3.6050881	0.258317
0.3145998	2.1941103	3.9085442	0.2818333
0.3261699	2.1747339	3.9983933	0.2767624
0.2704821	1.9126098	3.2811684	0.2690572
0.2675439	2.0192495	3.4731969	0.2768031
0.3082093	2.0969755	3.5679309	0.293807
0.2674271	1.8780101	2.7737643	0.2756654
0.2760976	1.9291057	2.8930081	0.2809756
0.2953518	1.9967721	2.9909619	0.2866365
0.2922741	1.909621	2.7099125	0.3064869
0.2869214	1.9393828	2.8144747	0.3247612
0.2908766	1.921288	2.7989267	0.3019678
0.3525533	2.6935238	4.0751606	0.2390937
0.3475286	2.6304943	4.1255345	0.224132
0.3709349	2.6422685	4.5590607	0.2530793
0.3004966	2.1299226	3.2776302	0.2286638
0.2948703	2.133349	3.3245686	0.2246743
0.3041076	2.2135479	3.5581312	0.234086
0.2918472	2.1580444	3.1845883	0.2579902
0.3021077	2.1807411	3.463838	0.2599532
0.2921483	2.1131925	3.393251	0.2370134
0.3323193	2.1104152	2.9579456	0.2525054
0.30167	2.0633866	2.8414437	0.2539055
0.2882736	1.9058632	2.6547231	0.2283388
0.2823162	1.9329304	2.5640476	0.2431273
0.2848485	2.0090909	2.5989899	0.2466667
0.2898339	1.7922979	2.3597372	0.218288
0.3555576	2.4330102	4.0307093	0.1858864
0.337887	2.3433869	4.0155238	0.1818504
0.3468777	2.4561126	3.9189974	0.1793316
0.2948297	2.0686729	3.2283064	0.17683
0.2885914	2.0355876	3.275432	0.1780524
0.2946512	2.0768605	3.3980233	0.1811628
0.2853495	1.9799731	3.0702957	0.175
0.2712829	1.9694161	3.0382629	0.1735734
0.2791762	1.9938081	3.1239736	0.1806434
0.2546296	1.8304843	2.6501068	0.1835826
0.2596783	1.8152731	2.6420364	0.1840198
0.2477096	1.7804667	2.5917027	0.1735523
0.2437612	1.7939709	2.506688	0.1782791
0.2419512	1.740878	2.4889756	0.1730732
0.2399844	1.7398867	2.5104553	0.1686535
0.3207438	2.3028278	4.1760604	0.1748015
0.3395983	2.3345267	4.2959427	0.1718377
0.3397299	2.3084577	4.3638948	0.1769723
0.2896452	2.0646874	3.7134926	0.1789766
0.3244562	2.2801582	3.7774555	0.1897165
0.3220871	2.2509481	3.7202825	0.188963
0.2687601	2.1014493	3.2703704	0.1874396
0.287444	2.1109637	3.346492	0.1919058
0.2907563	2.1203361	3.6852101	0.2026891
0.2451563	1.8384807	2.9171303	0.1910608
0.2664226	1.9684767	2.9719341	0.195241
0.2822034	2.0709746	3.1635593	0.2163136
0.2549063	1.8617306	2.691347	0.1995986
0.2627238	1.9267201	2.9889255	0.2002828
0.2658341	1.8603925	2.8220339	0.205843
0.3427488	2.6177263	4.6497654	0.165286
0.3439217	2.6187194	4.739986	0.1701129
0.3373257	2.6075005	4.769193	0.1696446
0.3045955	2.3777346	4.1688026	0.175534
0.295302	2.3222743	4.1499304	0.1736102
0.2929142	2.2645958	4.1843812	0.1781437
0.2782509	2.1745824	3.6017032	0.200131
0.2719833	2.1442555	3.671534	0.1830873
0.290728	2.1492001	3.7608554	0.2130264
0.2557487	1.9366237	3.1493737	0.1908768
0.2478817	1.8723634	3.1179016	0.1734271
0.2581417	1.9466421	3.2320147	0.2018399
0.245065	1.8432836	2.7831006	0.2026962
0.2457944	1.8109813	2.7607477	0.1985981
0.2421148	1.7910143	2.7492625	0.2028591
0.442336	2.8835516	4.4201386	0.1964148
0.4415965	2.9231044	4.5070684	0.1997715
0.4648484	2.9957665	4.3803873	0.2015407
0.3732474	2.5573134	4.3318492	0.2097385
0.3819484	2.6620821	4.2806113	0.213467
0.3742074	2.5331966	1.9911414	0.2097165
0.3379044	2.4524144	4.0134787	0.2112049
0.3415653	2.437843	3.8682892	0.2094965
0.342227	2.4982806	4.1328116	0.2127357
0.3125486	2.2848702	3.634738	0.2173845
0.3015822	2.3423366	3.8443343	0.2259869
0.308031	2.2447245	3.817823	0.2160316
0.2943377	2.139092	3.3933005	0.2224112
0.2851461	2.1803562	3.2618018	0.2088881
0.309031	2.3165415	3.5574281	0.2454662
0.3767099	2.6298632	4.4909398	0.203855
0.3838563	2.5785403	4.3364744	0.2033959
0.3862256	2.7219755	4.7575895	0.2101495
0.3338325	2.3418195	3.7945838	0.2117809
0.3317122	2.2999127	3.9908966	0.2114977
0.3308722	2.3435115	3.8394444	0.2087348
0.2997562	2.1251143	3.5726913	0.2077111
0.306178	2.2330346	3.6955826	0.2194302
0.3055862	2.2204563	3.6409127	0.2099135
0.2961774	2.1932722	3.5733945	0.1926606
0.2906381	2.266884	3.7244217	0.1968638
0.296423	2.2315708	3.6765163	0.2055988
0.278855	2.0714681	3.3226223	0.2088643
0.276118	2.0818334	3.1935424	0.2293561
0.2909782	2.1471985	3.2689459	0.2241216
0.3236724	2.0280657	3.2533248	0.2150784
0.3172427	2.0111183	3.2337626	0.2152321
0.3456405	2.1530443	3.3783731	0.2205553
0.300679	1.817545	2.7630133	0.2075655
0.3017811	1.9137448	2.7860423	0.2085807
0.3101884	1.924401	2.9767388	0.2213305
0.2500595	1.501548	2.1636104	0.1870684
0.2586298	1.7142857	2.4200743	0.2024695
0.2773299	1.7816433	2.6263612	0.2155282
0.2346182	1.44	     1.9284364	0.1986909
0.2486938	1.4606658	1.8601284	0.1885356
0.2766576	1.6741285	2.2564935	0.218216
0.2416933	1.3308307	1.7375399	0.1971246
0.2390361	1.3468273	1.8149398	0.1945382
0.2896893	1.5892891	2.1259767	0.2327044
0.3188121	2.4268856	4.0702134	0.2190973
0.3147834	2.3320151	3.6752354	0.2117702
0.2983967	2.3096656	3.6792487	0.2120934
0.2844047	2.1641791	3.433541	0.2044894
0.2695012	2.0316929	3.1038947	0.1943979
0.2615589	2.0551059	3.0705178	0.1979155
0.2609633	1.9755572	2.9081237	0.1886413
0.234377	1.7739297	2.5545048	0.1754633
0.2350135	1.7689829	2.5961067	0.1830605
0.2460422	1.7335092	2.4281003	0.1846966
0.2076628	1.5900383	2.1523372	0.1714943
0.216283	1.6190329	2.1949637	0.1855399
0.2034358	1.484991	1.944123	0.1654611
0.2067488	1.4668809	1.8366363	0.1656847
0.1941596	1.414914	1.7947158	0.1623501
0.4093203	2.6832888	4.5948353	0.2520036
0.3873266	2.6080182	4.366996	0.2410222
0.3764398	2.6205595	4.4142871	0.250121
0.3829574	2.445614	4.2815789	0.2576441
0.3472597	2.3672104	3.6839573	0.2411689
0.3471871	2.3841706	3.9415733	0.2441874
0.3440474	2.3084725	3.622406	0.2460602
0.3165642	2.1040446	3.3147063	0.2345291
0.3218408	2.1839304	3.4117823	0.2365462
0.3185455	2.072	      3.0736364	0.2596364
0.2979923	2.0049313	2.7835505	0.2453329
0.301539	2.0628132	2.952577	0.2485684
0.3838666	2.5981039	4.3964788	0.2679025
0.4011314	2.6472958	4.216251	0.271278
0.3805242	2.646283	4.3774409	0.2995889
0.3536766	2.5092181	3.9801865	0.2622378
0.352658	2.4139807	3.807974	0.2601507
0.332893	2.3572808	3.7225892	0.2517021
0.3433687	2.2356764	3.4098143	0.2534483
0.3134077	2.1571577	3.3051089	0.2459803
0.2897859	2.0510092	3.1176758	0.24
0.3632952	2.3218489	3.5630223	0.2703394
0.385962	2.2501262	3.3580205	0.2686416
0.3619299	2.1967726	3.4114935	0.2805862
0.3585869	2.2081294	2.9525431	0.2855927
0.3624582	2.1155936	2.9038462	0.3005853
0.3561248	1.9551233	2.864792	0.288906
0.374947	2.8464149	5.4497242	0.2588036
0.3876172	2.8557881	5.5320471	0.2610639
0.3803807	2.874973	5.2796885	0.2540558
0.3994914	2.7482602	4.919834	0.2637848
0.3577685	2.6730899	4.6825226	0.261555
0.312659	2.4439733	4.3705633	0.2210781
0.3663571	2.5908153	4.496904	0.254386
0.3369602	2.5178511	4.2939476	0.2859572
0.3170107	2.3555769	4.0243239	0.2321972
0.3327316	2.3734456	3.8850782	0.2547132
0.2924995	2.1454245	3.4254539	0.2334495
0.3033644	2.1857061	3.5325984	0.2286638
0.3259086	2.2464244	3.4801876	0.2722157
0.3170049	2.2334966	3.4124096	0.2883135
0.2914444	2.0032003	3.0394709	0.262428
0.403593	3.0355184	5.7819528	0.2597367
0.3908649	2.8589054	5.3723586	0.2505578
0.3707286	2.7103804	5.1627337	0.2457769
0.3755187	2.7092244	4.7309288	0.2484839
0.3446537	2.4598843	4.2559692	0.2334273
0.3857013	2.4831512	4.3334851	0.2531876
0.3761449	2.774771	4.4502498	0.2629059
0.3261445	2.4878925	3.9258418	0.2311767
0.3632645	2.4093698	3.7969883	0.2262502
0.3795602	2.6892626	3.9780078	0.2667529
0.3463713	2.3569746	3.5614986	0.2521206
0.3148108	2.1751351	3.2185946	0.2332973
0.3950931	2.1965595	3.1297236	0.2397067
0.361793	2.0498933	2.7497332	0.2740128
0.3369051	1.8709195	2.6927486	0.2065786
0.4179707	2.7967693	5.4607774	0.2798587
0.4350569	2.9749741	5.8290589	0.2937952
0.4433584	2.9782899	6.2014611	0.2967383
0.4038414	2.594052	5.1786865	0.288228
0.4257338	2.6375253	5.378416	0.2940283
0.4397514	2.7023085	5.899036	0.3020041
0.3834991	2.4708952	4.5522583	0.2890918
0.4052953	2.6525798	5.1816022	0.3046504
0.4041518	2.6239053	5.2152125	0.3045735
0.4204829	2.5437136	4.5218568	0.3218152
0.3991013	2.5275735	4.6294935	0.3178105
0.4316504	2.5270405	4.7810816	0.3169028
0.3612434	2.4128854	3.9493607	0.3301579
0.3903531	2.4450522	4.2362009	0.3436101
0.3862755	2.4738118	4.3472357	0.3537827
0.320348	2.3657967	3.3712505	0.2347747
0.3197459	2.4254897	3.5894653	0.2440445
0.3262991	2.3839356	3.4572672	0.2379319
0.303124	2.2132694	3.1484689	0.2369316
0.3009841	2.1571537	3.0376987	0.2354277
0.3293166	2.2222927	3.2652608	0.2383066
0.2960714	2.1404441	2.7902828	0.241412
0.2793499	2.124283	3.0028681	0.2470363
0.2833814	2.13122	3.0057637	0.2478386
0.2764286	2.082619	2.7335714	0.2954762
0.275944	2.0522441	2.6551888	0.2576585
0.2743448	2.0819909	2.8285646	0.2685742
0.2534319	1.8899155	2.4033791	0.2711193
0.2551451	1.901847	2.4459103	0.5390501
0.2825789	2.0074074	2.5871056	0.261454
0.3446878	2.7153341	4.2089814	0.2236583
0.3544665	2.6944292	4.2923855	0.2264586
0.362811	2.7919749	4.4770231	0.2229321
0.3136203	2.5450739	3.7944524	0.2211174
0.3346912	2.5483574	3.8082786	0.2290407
0.3149149	2.5445075	3.9810102	0.2247132
0.2905759	2.3147521	3.0411149	0.2291346
0.3164038	2.3170347	3.4518927	0.2359621
0.2996446	2.2909906	3.2435481	0.2460207
0.2544388	1.8688966	2.4472099	0.2097337
0.2548604	2.092082	2.6000353	0.2117356
0.2516376	2.1613901	2.801492	0.2512737
0.2341181	1.7331839	2.220852	0.2206652
0.2439741	1.8763472	2.3840878	0.2088967
0.2565643	2.0927904	2.594348	0.2510013
